grid_idx,pp_pop,pp_od,bs_ebit,geometry_grids,sigungunm,platplc,x,y,x_5179,y_5179,bdnm,bd_platarea,bd_archarea,bd_totarea,bd_totflrcnt,bd_elvtent,bs_gas,bs_elct,bd_height,bd_ilp,bd_vintage,count,geometry,gwr_const,gwr_bs_elct,gwr_bs_ebit,gwr_bd_height,gwr_bd_vintage,gwr_pp_od,gwr_pp_pop,gwr_r2
29117,1.6139353484796732,0.12997815710371385,-1.3105585293192645,"POLYGON ((954235.230213883 1942965.54807064, 954235.230213883 1943065.54807064, 954335.230213883 1943065.54807064, 954335.230213883 1942965.54807064, 954235.230213883 1942965.54807064))",서초구,서울특별시 서초구 방배동 3250번지,126.982614708,37.484820906,954258.8572455858,1942967.9969958945,"구산타워, 이수파이브",0.02409196369594346,0.5283853400495574,1.2728382500250743,1.3193279574303858,0.0016473889661031095,0.41427683579937147,0.37803380939857717,3.096824773967251,0.4232883202429522,-1.8713782810477033,7,"POLYGON ((954235.230213883 1942965.54807064, 954235.230213883 1943065.54807064, 954335.230213883 1943065.54807064, 954335.230213883 1942965.54807064, 954235.230213883 1942965.54807064))",4.701071351092213,0.6814792344412464,4.746804569592409,0.08559332208625561,0.03643327534023233,-0.6451536969266355,0.9667324190727409,0.7171454360015577
29119,1.561224522815224,0.05840918792466942,-1.3179977905254299,"POLYGON ((954235.230213883 1943165.54807064, 954235.230213883 1943265.54807064, 954335.230213883 1943265.54807064, 954335.230213883 1943165.54807064, 954235.230213883 1943165.54807064))",서초구,서울특별시 서초구 방배동 3160번지,126.982681161,37.486764513,954265.91713676,1943183.595390163,"(재)원불교 유문빌딩, 성산빌딩, 방배동예다인프라자빌딩",0.01974664951456097,0.3213120746103543,0.3339018049679461,0.2127442467013339,0.08214184764575534,0.03240892294456913,0.3948128638325775,0.19717248902509935,0.19971290959171728,-0.7082146241081799,7,"POLYGON ((954235.230213883 1943165.54807064, 954235.230213883 1943265.54807064, 954335.230213883 1943265.54807064, 954335.230213883 1943165.54807064, 954235.230213883 1943165.54807064))",4.796093140899274,0.741404442256176,4.594516347973787,0.08373008199872431,0.029364878680762832,-0.5737584025125065,0.7555702446838234,0.7487120929507215
29120,1.5007699784785935,-0.05229041207182851,-1.3210823255798265,"POLYGON ((954235.230213883 1943265.54807064, 954235.230213883 1943365.54807064, 954335.230213883 1943365.54807064, 954335.230213883 1943265.54807064, 954235.230213883 1943265.54807064))",서초구,서울특별시 서초구 방배동 1847번지,126.983133857,37.488256654,954306.847331037,1943348.919049053,"대신교회, 안석빌딩",-0.06983441639807321,-0.3891013031136029,-0.29642858534693384,-0.5585110668370962,0.0016473889661031095,-0.03829170215603154,-0.2518997473454773,-0.16341042430140562,-0.3860337574584787,-0.18291490807097602,7,"POLYGON ((954235.230213883 1943265.54807064, 954235.230213883 1943365.54807064, 954335.230213883 1943365.54807064, 954335.230213883 1943265.54807064, 954235.230213883 1943265.54807064))",4.392972343239943,0.8004115449136396,4.080098311618477,0.07746552957472884,0.012754929153425904,-0.49018492695180277,0.5566303903494866,0.7826102107691723
29125,-1.0489960120872244,-0.6576476819783111,-1.2307911853680342,"POLYGON ((954335.230213883 1941465.54807064, 954335.230213883 1941565.54807064, 954435.230213883 1941565.54807064, 954435.230213883 1941465.54807064, 954335.230213883 1941465.54807064))",서초구,서울특별시 서초구 방배동 3032번지,126.9837567,37.471651009,954351.8090089706,1941506.3294563803,NoData,-0.09583127982272378,-0.8093137631944388,-0.5789177294396669,-1.095036502342091,-0.4008249044321582,-0.3099755866143559,-0.4240317466106035,-0.42505548773162544,-1.1775833075263111,-1.3085571567221275,7,"POLYGON ((954335.230213883 1941465.54807064, 954335.230213883 1941565.54807064, 954435.230213883 1941565.54807064, 954435.230213883 1941465.54807064, 954335.230213883 1941465.54807064))",-2.2921058548513504,0.2920349731380151,-1.6778747051640068,0.4231592166728156,0.13123479830900253,0.6323326257037057,-0.19995442958939322,0.768482530977583
29127,-0.6249691672123301,-0.3791309555607101,-1.2292722109731244,"POLYGON ((954335.230213883 1941665.54807064, 954335.230213883 1941765.54807064, 954435.230213883 1941765.54807064, 954435.230213883 1941665.54807064, 954335.230213883 1941665.54807064))",서초구,서울특별시 서초구 방배동 511-69번지,126.983814051,37.4735206,954358.0171301884,1941713.720268041,NoData,-0.08530967719378652,-0.7751161797365621,-0.568135351479163,-0.6926424257133449,-0.4008249044321582,-0.3099755866143559,-0.4069699503642527,-0.7797063672313723,-1.2029875676143373,-1.9339139615283227,7,"POLYGON ((954335.230213883 1941665.54807064, 954335.230213883 1941765.54807064, 954435.230213883 1941765.54807064, 954435.230213883 1941665.54807064, 954335.230213883 1941665.54807064))",0.3556015301742098,0.3216808118962597,0.45027363229019857,0.4010421608320318,0.10840225518486436,0.6831217604031177,-0.12719727788216054,0.7551446087805869
29131,0.3436437057114539,0.05055527689064706,-1.2510649075306954,"POLYGON ((954335.230213883 1942065.54807064, 954335.230213883 1942165.54807064, 954435.230213883 1942165.54807064, 954435.230213883 1942065.54807064, 954335.230213883 1942065.54807064))",서초구,서울특별시 서초구 방배동 449-6번지,126.983978816,37.477112161,954374.769473147,1942112.1002608344,"AP빌딩, 대진빌딩",-0.0312866514823423,-0.05132343477286039,-0.22046890405946293,-0.08905131077022568,-0.07884706971354913,-0.039120279779255904,-0.15008533278844932,-0.2563738687007422,0.04038742657051658,1.3429556956561408,3,"POLYGON ((954335.230213883 1942065.54807064, 954335.230213883 1942165.54807064, 954435.230213883 1942165.54807064, 954435.230213883 1942065.54807064, 954335.230213883 1942065.54807064))",1.1063082231916659,0.41298589651694834,1.0543104035704398,0.33950509966870024,0.06966483744760983,0.6472453527014945,-0.07415567330051169,0.692003080615624
29132,0.5632701586226501,0.0446904986278509,-1.2594842757996216,"POLYGON ((954335.230213883 1942165.54807064, 954335.230213883 1942265.54807064, 954435.230213883 1942265.54807064, 954435.230213883 1942165.54807064, 954335.230213883 1942165.54807064))",서초구,서울특별시 서초구 방배동 451-31번지,126.983778298,37.478391141,954357.8179648948,1942254.091830861,"현성, 동광빌딩, 연웅빌딩",-0.0781677633725912,-0.43455286838882773,-0.456171056015605,0.011547208386960842,-0.11334469486197153,-0.18100859925897428,-0.28305607092577,-0.5253855496484765,-0.505999385763638,-0.5045269791141623,3,"POLYGON ((954335.230213883 1942165.54807064, 954335.230213883 1942265.54807064, 954435.230213883 1942265.54807064, 954435.230213883 1942165.54807064, 954335.230213883 1942165.54807064))",-2.8024239154113073,0.40677620662716085,-2.0917737984431826,0.3215657099597285,0.06370710657444101,0.5038449086138025,-0.1784419700154992,0.6670220601820684
29133,0.8111028660065669,0.021028181221585746,-1.26279737381105,"POLYGON ((954335.230213883 1942265.54807064, 954335.230213883 1942365.54807064, 954435.230213883 1942365.54807064, 954435.230213883 1942265.54807064, 954335.230213883 1942265.54807064))",서초구,서울특별시 서초구 방배동 467-6번지,126.984349492,37.478888904,954408.6233433044,1942309.0386425413,"글로리빌딩, 영신빌딩",-0.08616017031133916,-0.5100502549148256,-0.5117408262909076,-0.45791254767990963,-0.3203304457525059,-0.1712196264602729,-0.3690703865711293,-0.6449644560235832,-0.7332282989742696,-0.1579006358787283,3,"POLYGON ((954335.230213883 1942265.54807064, 954335.230213883 1942365.54807064, 954435.230213883 1942365.54807064, 954435.230213883 1942265.54807064, 954335.230213883 1942265.54807064))",-11.955264236928938,0.40029519907831795,-9.499313704892906,0.29227642778755497,0.05664284023823648,0.2690128918635315,-0.49121489372987703,0.6464612506981845
29134,0.9830409128683955,-0.011665777691594492,-1.2708425420243739,"POLYGON ((954335.230213883 1942365.54807064, 954335.230213883 1942465.54807064, 954435.230213883 1942465.54807064, 954435.230213883 1942365.54807064, 954335.230213883 1942365.54807064))",서초구,서울특별시 서초구 방배동 454-19번지,126.983693221,37.479436172,954350.9314769786,1942370.072392292,NoData,-0.11597942463810841,-0.8368117621686746,-0.6015544205520169,-1.0615036626230288,-0.4008249044321582,-0.3099755866143559,-0.4344719120257796,-0.7682660162797676,-0.587057473381366,2.443583672115044,10,"POLYGON ((954335.230213883 1942365.54807064, 954335.230213883 1942465.54807064, 954435.230213883 1942465.54807064, 954435.230213883 1942365.54807064, 954335.230213883 1942365.54807064))",-17.063881080749912,0.39695648906028713,-13.626974872480734,0.23986270126154607,0.047797973833612985,0.1189072575004814,-0.674514066452545,0.6381835187822636
29135,1.0897880117579346,-0.0414406006865215,-1.278305794953588,"POLYGON ((954335.230213883 1942465.54807064, 954335.230213883 1942565.54807064, 954435.230213883 1942565.54807064, 954435.230213883 1942465.54807064, 954335.230213883 1942465.54807064))",서초구,서울특별시 서초구 방배동 463-18번지,126.984160558,37.48061008,954392.9646859348,1942500.083324076,"청송빌딩, 동운빌딩, 진안빌딩",-0.08697872351268676,-0.5750923293008356,-0.5058705408746537,-0.524978227118034,-0.30020683108259283,-0.25205913045046363,-0.3848796061864222,-0.50847471342041,-0.6109607763036975,-0.026575706869427215,10,"POLYGON ((954335.230213883 1942465.54807064, 954335.230213883 1942565.54807064, 954435.230213883 1942565.54807064, 954435.230213883 1942465.54807064, 954335.230213883 1942465.54807064))",-16.337632143537487,0.6418190664770032,-13.028044098100406,0.1610158036997636,0.04083322604470353,-0.0042322474545686516,-0.5871233233914394,0.6322977937281696
29136,1.1583006467260681,-0.005986479499530812,-1.285111707615486,"POLYGON ((954335.230213883 1942565.54807064, 954335.230213883 1942665.54807064, 954435.230213883 1942665.54807064, 954435.230213883 1942565.54807064, 954335.230213883 1942565.54807064))",서초구,서울특별시 서초구 방배동 456-30번지,126.983732337,37.481279994,954355.5115274456,1942574.6134082803,NoData,-0.11793667299160292,-0.8405476880974833,-0.606817095483146,-1.0279708229039666,0.0016473889661031095,-0.3099755866143559,-0.4338334627720851,-0.5108581198686609,-0.8581258570366709,-2.684342127295757,10,"POLYGON ((954335.230213883 1942565.54807064, 954335.230213883 1942665.54807064, 954435.230213883 1942665.54807064, 954435.230213883 1942565.54807064, 954335.230213883 1942565.54807064))",-9.993426661429702,0.951554885450663,-7.832994696939501,0.07829804390981726,0.036505972231813,-0.11304357144603205,-0.23055607747743254,0.6474674856435707
29137,1.2062032519113122,-0.02051161652108094,-1.2906709706883495,"POLYGON ((954335.230213883 1942665.54807064, 954335.230213883 1942765.54807064, 954435.230213883 1942765.54807064, 954435.230213883 1942665.54807064, 954335.230213883 1942665.54807064))",서초구,서울특별시 서초구 방배동 437-26번지,126.984024335,37.482318472,954381.95933994,1942689.6842556384,NoData,-0.10129449107128245,-0.6866948657041904,-0.5379660629588404,-0.6591095859942827,-0.4008249044321582,-0.2413883943027228,-0.3727733922425575,-0.4441227393176334,-0.6648981574370932,0.40075144308147304,10,"POLYGON ((954335.230213883 1942665.54807064, 954335.230213883 1942765.54807064, 954435.230213883 1942765.54807064, 954435.230213883 1942665.54807064, 954335.230213883 1942665.54807064))",-3.1534829983006802,0.9811014400511688,-2.1051798606865235,0.045916655073208204,0.03545382511718294,-0.12075149864156483,0.2238730865110825,0.6673040430532283
29140,1.3435048554907416,0.08371750117551362,-1.30520191289882,"POLYGON ((954335.230213883 1942965.54807064, 954335.230213883 1943065.54807064, 954435.230213883 1943065.54807064, 954435.230213883 1942965.54807064, 954335.230213883 1942965.54807064))",서초구,서울특별시 서초구 방배동 952-4번지,126.984211703,37.485370254,954400.379719473,1943028.1689148704,"루컴즈빌딩, 대주빌딩, 디엠 그레이스 서초, 정우빌딩, 명림빌딩, 이수초석빌딩",-0.03013161497771841,0.057058020617669875,0.09126432587810702,1.4869921560256965,-0.05584865294793424,-0.002735644824288665,-0.12310933170258503,0.674489353728164,-0.2723493201921327,-1.3800265058428356,10,"POLYGON ((954335.230213883 1942965.54807064, 954335.230213883 1943065.54807064, 954435.230213883 1943065.54807064, 954435.230213883 1942965.54807064, 954335.230213883 1942965.54807064))",6.341357866666348,0.6939290687301087,6.047371051126664,0.08279560510280216,0.03399497680305036,-0.6596805141823499,1.0101964129330778,0.7087417613742841
29142,1.402524563586414,0.0018928024266257316,-1.3123314197346658,"POLYGON ((954335.230213883 1943165.54807064, 954335.230213883 1943265.54807064, 954435.230213883 1943265.54807064, 954435.230213883 1943165.54807064, 954335.230213883 1943165.54807064))",서초구,서울특별시 서초구 방배동 1507번지,126.984178885,37.487451056,954398.743172846,1943259.03639996,"파아람, 호정빌딩",-0.08478452554827584,-0.5477131406918272,-0.49261439056628387,-0.22318266964647437,-0.23983598707285364,-0.24169911091143192,-0.33899638648757585,-0.4415804391061655,-0.650536760317372,0.01719926946700663,10,"POLYGON ((954335.230213883 1943165.54807064, 954335.230213883 1943265.54807064, 954435.230213883 1943265.54807064, 954435.230213883 1943165.54807064, 954335.230213883 1943165.54807064))",5.3798682047028015,0.7752663260622968,4.93116010819913,0.08355075131892338,0.02916284884164077,-0.48322573522799156,0.6531009116368227,0.747178723604972
29146,1.0374401233944823,-0.3516852415488195,-1.322933907662694,"POLYGON ((954335.230213883 1943565.54807064, 954335.230213883 1943665.54807064, 954435.230213883 1943665.54807064, 954435.230213883 1943565.54807064, 954335.230213883 1943565.54807064))",서초구,서울특별시 서초구 방배동 2254번지,126.983494612,37.490745986,954340.2551040148,1943624.9195247025,"한덕빌딩, 남서울상사 방배",-0.0931394133965135,-0.6235141537067388,-0.509941629603188,-0.45791254767990963,-0.19958875773302753,-0.20116598934288865,-0.37090060776505357,-0.45286189629455353,-0.38364417391110417,0.1297634943321216,10,"POLYGON ((954335.230213883 1943565.54807064, 954335.230213883 1943665.54807064, 954435.230213883 1943665.54807064, 954435.230213883 1943565.54807064, 954335.230213883 1943565.54807064))",0.29495149407700144,0.8031214557457895,0.6133193356544253,0.13564386546054738,-0.00853740035011012,-0.3198717191499528,0.2182865082914657,0.5812329789050095
29147,0.9491877701630849,-0.43617225810038734,-1.3248167252784429,"POLYGON ((954335.230213883 1943665.54807064, 954335.230213883 1943765.54807064, 954435.230213883 1943765.54807064, 954435.230213883 1943665.54807064, 954335.230213883 1943665.54807064))",서초구,서울특별시 서초구 방배동 783-19번지,126.983437473,37.491909185,954335.912064482,1943753.9967943188,방배동 성원빌딩,-0.10488216072873159,-0.7023052275798666,-0.5481999173533564,-0.8603066243086557,-0.19958875773302753,-0.275877937869437,-0.3980255803434466,-0.623672691752541,-0.4741496507679167,0.06722781385150207,10,"POLYGON ((954335.230213883 1943665.54807064, 954335.230213883 1943765.54807064, 954435.230213883 1943765.54807064, 954435.230213883 1943665.54807064, 954335.230213883 1943665.54807064))",0.21625166883951197,0.5232713004860895,0.501738322401446,0.23578681425639572,0.0016602572899394028,-0.1856859470247344,0.15124606245598032,0.43648278992156847
29148,0.8857702450809234,-0.5740686799947033,-1.3265493428003063,"POLYGON ((954335.230213883 1943765.54807064, 954335.230213883 1943865.54807064, 954435.230213883 1943865.54807064, 954435.230213883 1943765.54807064, 954335.230213883 1943765.54807064))",서초구,서울특별시 서초구 방배동 784-17번지,126.984076871,37.492085351,954392.542318046,1943773.2313144845,NoData,-0.08991868138104779,-0.582313359276307,-0.5095206353043374,-0.524978227118034,-0.30020683108259283,-0.24502181915051072,-0.3916350073374186,-0.6673684766371424,-0.7066859997218063,0.473709736975529,10,"POLYGON ((954335.230213883 1943765.54807064, 954335.230213883 1943865.54807064, 954435.230213883 1943865.54807064, 954435.230213883 1943765.54807064, 954335.230213883 1943765.54807064))",1.4214590302948982,-0.018141517356526384,1.3207567302661551,0.28057386116569555,0.025845892481484167,0.09978094594424959,-0.03835893019080799,0.3404381762118231
29149,0.7268961445592544,-0.6369903764893566,-1.3281800494056233,"POLYGON ((954335.230213883 1943865.54807064, 954335.230213883 1943965.54807064, 954435.230213883 1943965.54807064, 954435.230213883 1943865.54807064, 954335.230213883 1943865.54807064))",서초구,서울특별시 서초구 방배동 782-30번지,126.983641981,37.493237968,954354.7993527215,1943901.317684068,NoData,-0.10703996204444376,-0.7373212824426415,-0.5711428756632327,-0.7261752654324071,-0.26666747329940443,-0.2470596722238463,-0.4129440112381086,-0.6708111748401718,-0.7412453517757113,0.06722781385150207,10,"POLYGON ((954335.230213883 1943865.54807064, 954335.230213883 1943965.54807064, 954435.230213883 1943965.54807064, 954435.230213883 1943865.54807064, 954335.230213883 1943865.54807064))",1.65688673928396,-0.2292529202697421,1.4049654498687312,0.28891023887869477,0.03771931942407197,0.2861022324099303,-0.16206029524545976,0.39690107720106244
29150,0.515973694388238,-0.7333409238515916,-1.3297621835621751,"POLYGON ((954335.230213883 1943965.54807064, 954335.230213883 1944065.54807064, 954435.230213883 1944065.54807064, 954435.230213883 1943965.54807064, 954335.230213883 1943965.54807064))",서초구,서울특별시 서초구 방배동 781-4번지,126.98426549,37.493866181,954410.2987775536,1943970.711788819,"덕양빌딩, 덕성빌딩",-0.07743983039861602,-0.47805066321365075,-0.4817788343785569,-0.7261752654324071,-0.4008249044321582,-0.2186808886284118,-0.3613451506014255,-0.5873389845636482,-0.4965519965245535,1.651465052693863,12,"POLYGON ((954335.230213883 1943965.54807064, 954335.230213883 1944065.54807064, 954435.230213883 1944065.54807064, 954435.230213883 1943965.54807064, 954335.230213883 1943965.54807064))",1.4424844399126906,-0.2575797875379249,1.108007491985641,0.28145466247364415,0.04286896356453937,0.496735756998047,-0.25732356256189637,0.4337490858688645
29151,0.3772649677264511,-0.7907653253330083,-1.3313560090326817,"POLYGON ((954335.230213883 1944065.54807064, 954335.230213883 1944165.54807064, 954435.230213883 1944165.54807064, 954435.230213883 1944065.54807064, 954335.230213883 1944065.54807064))",서초구,서울특별시 서초구 방배동 765-14번지,126.983504489,37.494874327,954343.6413512812,1944082.928102876,"청남빌딩, 광생빌딩",-0.05511902849254013,-0.352322894499959,-0.2338136847465382,-0.524978227118034,-0.13251004216665066,-0.018976885938977072,-0.08452571513764603,-0.15705467377273644,-0.555096793435231,0.6925846186576974,12,"POLYGON ((954335.230213883 1944065.54807064, 954335.230213883 1944165.54807064, 954435.230213883 1944165.54807064, 954435.230213883 1944065.54807064, 954335.230213883 1944065.54807064))",0.6159251700187095,-0.3087824171014552,0.455324001367637,0.32527900045662816,0.053576105384441276,0.5742427271232811,-0.24181363126157648,0.4888456889397483
